run_date,run_timestamp,country,state,geo_scope,category,site_or_source,source_tier,item_key,product_name_raw,pack_size,pack_unit,price_ngn,unit_price_ngn,n_reports,url_or_ref,scrape_status,spec_json,channel,transaction_basis,sku
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,sanitary_pad,Always 3 in 1 Maxi Thick Sanitary Pads XL x7,7,piece,1670,238.57,,https://www.supermart.ng/products/always-3-in-1-maxi-thick-sanitary-pads-xl-x7,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,sanitary_pad,Always Maxi Sanitary Pads Extra Heavy Overnight With Wings x54,54,piece,12290,227.59,,https://www.supermart.ng/products/always-maxi-sanitary-pads-extra-heavy-overnight-with-wings-x54,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,sanitary_pad,Always Ultra Day Sanitary Towels Size 1 Normal With Wings 13 Pack,13,piece,12670,974.62,,https://www.supermart.ng/products/always-ultra-day-sanitary-towels-size-1-normal-with-wings-13-pack,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,sanitary_pad,Always Ultra Normal x16,16,piece,365,22.81,,https://www.supermart.ng/products/always-ultra-normal-x16,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,sanitary_pad,Always Ultra Platinum Extra Long x14,14,piece,965,68.93,,https://www.supermart.ng/products/always-ultra-platinum-extra-long-x14,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,sanitary_pad,Always Ultra Platinum Extra Long x7,7,piece,550,78.57,,https://www.supermart.ng/products/always-ultra-platinum-extra-long-x7,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,sanitary_pad,Always Ultra Platinum Long x16,16,piece,975,60.94,,https://www.supermart.ng/products/always-ultra-platinum-long-x16,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,sanitary_pad,Always Ultra Platinum Long x8,8,piece,560,70,,https://www.supermart.ng/products/always-ultra-platinum-long-x8,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,sanitary_pad,Always Ultra Platinum Sanitary Pads Extra Long x12,12,piece,2840,236.67,,https://www.supermart.ng/products/always-ultra-platinum-sanitary-pads-extra-long-x12,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,sanitary_pad,Always Ultra Platinum Sanitary Pads Extra Long x6,6,piece,1505,250.83,,https://www.supermart.ng/products/always-ultra-platinum-sanitary-pads-extra-long-x6,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,sanitary_pad,Always Ultra Platinum Sanitary Pads Long x7,7,piece,1505,215,,https://www.supermart.ng/products/always-ultra-platinum-sanitary-pads-long-x7,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,sanitary_pad,Always Ultra Protection Normal Plus With Wings x26,26,piece,365,14.04,,https://www.supermart.ng/products/always-ultra-protection-normal-plus-with-wings-x26,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,sanitary_pad,Always Ultra Secure Night Extra Size 5 Sanitary Towels With Wings 8 Pack,8,piece,11545,1443.13,,https://www.supermart.ng/products/always-ultra-secure-night-extra-size-5-sanitary-towels-with-wings-8-pack,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,sanitary_pad,Always Ultra Size 2 Long With Wings Sanitary Towels 11 Pack,11,piece,12220,1110.91,,https://www.supermart.ng/products/always-ultra-size-2-long-with-wings-sanitary-towels-11-pack,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,sanitary_pad,Always Ultra Size 3 Night With Wings Sanitary Towels 9 Pack,9,piece,11770,1307.78,,https://www.supermart.ng/products/always-ultra-size-3-night-with-wings-sanitary-towels-9-pack,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,sanitary_pad,Always Ultra Super With Wings x7 x16,7,piece,365,52.14,,https://www.supermart.ng/products/always-ultra-super-with-wings-x7-x16,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,sanitary_pad,Always Ultra Thin Long Super Size 2 Pads Without Wings x20,20,piece,2525,126.25,,https://www.supermart.ng/products/always-ultra-thin-long-super-size-2-pads-without-wings-x20,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,sanitary_pad,Always Ultra Thin Long x16,16,piece,3530,220.63,,https://www.supermart.ng/products/always-ultra-thin-long-x16,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,sanitary_pad,Always Ultra Thin Long x8,8,piece,1895,236.88,,https://www.supermart.ng/products/always-ultra-thin-long-x8,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,sanitary_pad,Always Ultra Thin Platinum Long x14,14,piece,2840,202.86,,https://www.supermart.ng/products/always-ultra-thin-platinum-long-x14,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,sanitary_pad,Always Ultra Thin Regular x18,18,piece,2665,148.06,,https://www.supermart.ng/products/always-ultra-thin-regular-x18,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,sanitary_pad,Always Ultra Thin Sanitary Pads Extra Long x28,28,piece,5520,197.14,,https://www.supermart.ng/products/always-ultra-thin-sanitary-pads-extra-long-x28,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,sanitary_pad,Always Ultra Thin Sanitary Pads Long x32,32,piece,6250,195.31,,https://www.supermart.ng/products/always-ultra-thin-sanitary-pads-long-x32,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,sanitary_pad,Always Ultra Thin Super Flexi Wings x16,16,piece,2665,166.56,,https://www.supermart.ng/products/always-ultra-thin-super-flexi-wings-x16,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,sanitary_pad,Always Ultra Thin With Wings Extra Long x14,14,piece,3350,239.29,,https://www.supermart.ng/products/always-ultra-thin-with-wings-extra-long-x14,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,sanitary_pad,Always Ultra Thin With Wings Extra Long x7,7,piece,1735,247.86,,https://www.supermart.ng/products/always-ultra-thin-with-wings-extra-long-x7,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,sanitary_pad,Always Ultra Thin Without Wings Size 1 x22,22,piece,3040,138.18,,https://www.supermart.ng/products/always-ultra-thin-without-wings-size-1-x22,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,sanitary_pad,Always Ultra Thin x76,76,piece,365,4.8,,https://www.supermart.ng/products/always-ultra-thin-x76,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,sanitary_pad,Always Ultra With Wings Long x8 x16,8,piece,365,45.63,,https://www.supermart.ng/products/always-ultra-with-wings-long-x8-x16,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,rice,Amazing Sella Basmati Rice 1 kg,1,kg,1745,1745,,https://www.supermart.ng/products/amazing-sella-basmati-rice-1-kg,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,rice,Amazing Sella Basmati Rice 5 kg,5,kg,7850,1570,,https://www.supermart.ng/products/amazing-sella-basmati-rice-5-kg,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,rice,Ambrosia Deluxe Rice Pudding Dessert 400 g,0.4,kg,16530,41325,,https://www.supermart.ng/products/ambrosia-deluxe-rice-pudding-dessert-400-g,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,rice,Ambrosia Deluxe Rice Pudding Madagascan Vanilla 2 x 110 g,12.1,kg,12155,1004.55,,https://www.supermart.ng/products/ambrosia-deluxe-rice-pudding-madagascan-vanilla-2-x-110-g,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,rice,Ambrosia Deluxe Salted Caramel Rice Can 400 g,0.4,kg,16530,41325,,https://www.supermart.ng/products/ambrosia-deluxe-salted-caramel-rice-can-400-g,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,sugar,Ambrosia Light 30% Less Sugar & Fat Custard 500 g,0.5,kg,17700,35400,,https://www.supermart.ng/products/ambrosia-light-30-less-sugar-fat-custard-500-g,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,rice,Ambrosia My Mini Rice 6 x 55 g,3.025,kg,16155,5340.5,,https://www.supermart.ng/products/ambrosia-my-mini-rice-6-x-55-g,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,salt,Americana Potato Chips Salt 95 g,0.095,kg,545,5736.84,,https://www.supermart.ng/products/americana-potato-chips-salt-95-g,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,salt,Americana Potato Chips Vinegar Salt 30 g,0.03,kg,345,11500,,https://www.supermart.ng/products/americana-potato-chips-vinegar-salt-30-g,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,salt,Ammol Table Salt 750 g,0.75,kg,810,1080,,https://www.supermart.ng/products/ammol-table-salt-750-g,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,salt,Amoy Reduced Salt Soy Sauce 150 ml,150ml,l,11640,,,https://www.supermart.ng/products/amoy-reduced-salt-soy-sauce-150-ml,ok_no_unit,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,rice,Amoy Straight To Wok Rice Noodles 2 x 150 g,22.5,kg,14660,651.56,,https://www.supermart.ng/products/amoy-straight-to-wok-rice-noodles-2-x-150-g,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,noodles,Amoy Udon Thick Noodles 2 x 150 g,150g x150,kg,14660,,,https://www.supermart.ng/products/amoy-udon-thick-noodles-2-x-150-g,ok_no_unit,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,sugar,Amstel Malta Ultra No Added Sugar Can 33 cl,33cl,l,755,,,https://www.supermart.ng/products/amstel-malta-ultra-no-added-sugar-can-33-cl,ok_no_unit,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,sugar,Amstel Malta Ultra No Added Sugar Can 33 cl x12,33cl x12,l,2975,,,https://www.supermart.ng/products/amstel-malta-ultra-no-added-sugar-can-33-cl-x12,ok_no_unit,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,sugar,Amstel Malta Ultra No Added Sugar Can 33 cl x24,33cl x24,l,18120,,,https://www.supermart.ng/products/amstel-malta-ultra-no-added-sugar-can-33-cl-x24,ok_no_unit,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,sugar,Amulya Nice Sugar Sprinkled Biscuits 150 g,0.15,kg,1385,9233.33,,https://www.supermart.ng/products/amulya-nice-sugar-sprinkled-biscuits-150-g,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,onions,Amulya Onion Crackers 250 g,0.25,kg,3495,13980,,https://www.supermart.ng/products/amulya-onion-crackers-250-g,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,salt,Andrews Liver Salts Lemon 5 g x50,0.25,kg,31500,126000,,https://www.supermart.ng/products/andrews-liver-salts-lemon-5-g-x50,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,toilet_roll,Andrex Toilet Tissue Classic Clean 2 Ply 4 Rolls,1,piece,7850,7850,,https://www.supermart.ng/products/andrex-toilet-tissue-classic-clean-2-ply-4-rolls,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,toilet_roll,Andrex Toilet Tissue Classic Clean 2 Ply 6 Rolls,1,piece,10650,10650,,https://www.supermart.ng/products/andrex-toilet-tissue-classic-clean-2-ply-6-rolls,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,toilet_roll,Andrex Toilet Tissue Gentle Clean 4 Rolls,1,piece,9460,9460,,https://www.supermart.ng/products/andrex-toilet-tissue-gentle-clean-4-rolls,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,toilet_roll,Andrex Toilet Tissue Natural Pebble 4 Rolls,1,piece,1980,1980,,https://www.supermart.ng/products/andrex-toilet-tissue-natural-pebble-4-rolls,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,toilet_roll,Andrex Toilet Tissue Skin Kind 4 Rolls,1,piece,1800,1800,,https://www.supermart.ng/products/andrex-toilet-tissue-skin-kind-4-rolls,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,toilet_roll,Andrex Toilet Tissue Supreme Quilts 2 Ply 4 Rolls,1,piece,1800,1800,,https://www.supermart.ng/products/andrex-toilet-tissue-supreme-quilts-2-ply-4-rolls,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,toilet_roll,Andrex Washlets Moist Toilet Tissue Pure Care Hypo-Allergenic & Fragrance-Free x36,36,piece,2940,81.67,,https://www.supermart.ng/products/andrex-washlets-moist-toilet-tissue-pure-care-hypo-allergenic-fragrance-free-x36,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,sugar,Angel Delight No Added Sugar Butterscotch 47 g,0.047,kg,6925,147340.43,,https://www.supermart.ng/products/angel-delight-no-added-sugar-butterscotch-47-g,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,sanitary_pad,Angel Regular Ultra Thin Sanitary Pads x8,8,piece,765,95.63,,https://www.supermart.ng/products/angel-regular-ultra-thin-sanitary-pads-x8,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,sanitary_pad,Angel Sanitary Pad Ultra Thin Heavy Flow Extra Long x7,7,piece,870,124.29,,https://www.supermart.ng/products/angel-sanitary-pad-ultra-thin-heavy-flow-extra-long-x7,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,sanitary_pad,Angel Sanitary Pad Ultra Thin Normal Flow Extra Long x8,8,piece,380,47.5,,https://www.supermart.ng/products/angel-sanitary-pad-ultra-thin-normal-flow-extra-long-x8,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,salt,Angry Birds Potato Crisps Sea Salt 160 g,0.16,kg,540,3375,,https://www.supermart.ng/products/angry-birds-potato-crisps-sea-salt-160-g,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,onions,Angry Birds Potato Crisps Sour Cream & Onion 160 g,0.16,kg,540,3375,,https://www.supermart.ng/products/angry-birds-potato-crisps-sour-cream-onion-160-g,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,spaghetti,Ankara Pasta Boncuk-Ditalini 500 g,0.5,kg,365,730,,https://www.supermart.ng/products/ankara-pasta-boncuk-ditalini-500-g,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,spaghetti,Ankara Pasta Burgu Fusilli 500 g,0.5,kg,365,730,,https://www.supermart.ng/products/ankara-pasta-burgu-fusilli-500-g,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,spaghetti,Ankara Pasta Dirsek-Elbow 500 g,0.5,kg,365,730,,https://www.supermart.ng/products/ankara-pasta-dirsek-elbow-500-g,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,spaghetti,Ankara Pasta Kelebek-Farfalle 500 g,0.5,kg,365,730,,https://www.supermart.ng/products/ankara-pasta-kelebek-farfalle-500-g,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,spaghetti,Ankara Pasta Makarnasi Nuhun Burgu 250 g,0.25,kg,365,1460,,https://www.supermart.ng/products/ankara-pasta-makarnasi-nuhun-burgu-250-g,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,spaghetti,Ankara Pasta Makarnasi Nuhun Gemisi 250 g,0.25,kg,365,1460,,https://www.supermart.ng/products/ankara-pasta-makarnasi-nuhun-gemisi-250-g,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,spaghetti,Ankara Pasta Mini Kelebek Farfalle 500 g,0.5,kg,365,730,,https://www.supermart.ng/products/ankara-pasta-mini-kelebek-farfalle-500-g,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,spaghetti,Ankara Pasta Rigatoni 500 g,0.5,kg,365,730,,https://www.supermart.ng/products/ankara-pasta-rigatoni-500-g,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,spaghetti,Ankara Spaghetti Brown 250 g,0.25,kg,365,1460,,https://www.supermart.ng/products/ankara-spaghetti-brown-250-g,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,salt,Anmol Fine Flowing Table Salt 750 g,0.75,kg,2110,2813.33,,https://www.supermart.ng/products/anmol-fine-flowing-table-salt-750-g,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,seasoning,Annapurna Knorr Chicken Flavour Cubes 88 g x20,88g x20,kg,120,,,https://www.supermart.ng/products/annapurna-knorr-chicken-flavour-cubes-88-g-x20,ok_no_unit,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,fish_frozen,Anny Sardines In Oil 125 g,0.125,kg,235,1880,,https://www.supermart.ng/products/anny-sardines-in-oil-125-g,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,rice,Aoun Basmati Rice 1 kg,1,kg,1990,1990,,https://www.supermart.ng/products/aoun-basmati-rice-1-kg,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,rice,Aoun Basmati Rice 2 kg,2,kg,3800,1900,,https://www.supermart.ng/products/aoun-basmati-rice-2-kg,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,rice,Aoun Egyptian Rice 1 kg,1,kg,1200,1200,,https://www.supermart.ng/products/aoun-egyptian-rice-1-kg,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,beans_brown,Aoun Lima Beans 500 g,0.5,kg,2610,5220,,https://www.supermart.ng/products/aoun-lima-beans-500-g,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,rice,Aoun Parboiled Rice 1 kg,1,kg,1065,1065,,https://www.supermart.ng/products/aoun-parboiled-rice-1-kg,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,rice,Aoun Parboiled Rice 2 kg,2,kg,2155,1077.5,,https://www.supermart.ng/products/aoun-parboiled-rice-2-kg,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,beans_brown,Aoun Red Kidney Beans 1 kg,1,kg,3645,3645,,https://www.supermart.ng/products/aoun-red-kidney-beans-1-kg,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,beans_brown,Aoun White Kidney Beans 1 kg,1,kg,2435,2435,,https://www.supermart.ng/products/aoun-white-kidney-beans-1-kg,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,soap_bar,April Multi-Purpose Bar Soap 140 g,140g,kg,100,,,https://www.supermart.ng/products/april-multi-purpose-bar-soap-140-g,ok_no_unit,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,diapers,Aquaphor Baby Healing Ointment Irritated Skin & Diaper Rash 50 g,50g,kg,2700,,,https://www.supermart.ng/products/aquaphor-baby-healing-ointment-irritated-skin-diaper-rash-50-g,ok_no_unit,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,salt,Argussy Green Tea Spa Salt 300 g,0.3,kg,550,1833.33,,https://www.supermart.ng/products/argussy-green-tea-spa-salt-300-g,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,salt,Argussy Papaya Spa Salt 300 g,0.3,kg,550,1833.33,,https://www.supermart.ng/products/argussy-papaya-spa-salt-300-g,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,detergent,Ariel Ankara & Colour Detergent Powder 1.15 kg,1.15,kg,1775,1543.48,,https://www.supermart.ng/products/ariel-ankara-colour-detergent-powder-115-kg,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,detergent,Ariel Ankara & Colour Detergent Powder 150 g x6,0.9,kg,690,766.67,,https://www.supermart.ng/products/ariel-ankara-colour-detergent-powder-150-g-x6,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,detergent,Ariel Ankara & Colour Detergent Powder 400 g,0.4,kg,1450,3625,,https://www.supermart.ng/products/ariel-ankara-colour-detergent-powder-400-g,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,detergent,Ariel Ankara Detergent Powder 150 g,0.15,kg,400,2666.67,,https://www.supermart.ng/products/ariel-ankara-detergent-powder-150-g,ok,,,,
Fri Sep 25 2026 00:00:00 GMT+0100 (West Africa Time),2026-09-25T06:27:53+01:00,NG,LA,city_online,food,supermart,A,detergent,Ariel Ankara Detergent Powder 2 kg,2,kg,7285,3642.5,,https://www.supermart.ng/products/ariel-ankara-detergent-powder-2-kg,ok,,,,
